query,tweet_id,created_at,text,like_count,retweet_count
anyone else app lang:en -is:retweet,2039779253307179428,2026-04-02T18:57:25.000Z,@TraderLi When I went to the app my computer melted down.  Anyone else.?,0,0
anyone else app lang:en -is:retweet,2039772315244797963,2026-04-02T18:29:51.000Z,user experience design is just a euphemism for 'making sure the thing doesn't drive me too far to therapy' anyone else have a love-hate relationship with their favorite productivity app?,0,0
anyone else app lang:en -is:retweet,2039771597167321130,2026-04-02T18:27:00.000Z,"@DailyLoud yall saying she only did it bc he was live-streaming like no shit dimwits, how else would anyone know stole the fucking money. yall prove everyday majority of the people on this app uses less than 10% of the brain only a daily basis.",2,0
anyone else app lang:en -is:retweet,2039767311079313440,2026-04-02T18:09:58.000Z,"@TessieApp Undocumented but the tron lock sound is now back to  nearer how it was before. 
Was muted on last update. 
Can hear it now 💚

Just the app that needs an update. Anyone else got a white model s appearing when flicking between products ?",0,0
anyone else app lang:en -is:retweet,2039761502773600674,2026-04-02T17:46:53.000Z,@Aameridoll ay on the real though because i dont think anyone else is gonna tell you this so i will; you need to wash your ass like genuinely. you been on this app typing for hours my nigga and you most likely smell like shit. get up and wash your ass now,1,0
anyone else app lang:en -is:retweet,2039760258021626341,2026-04-02T17:41:57.000Z,"Does anyone else find this change frustrating on @Apple latest update. 

App update within the AppStore. For years I’ve pulled down the top, to have the app updates appear. Now you need to go to the update section. The amount of times I’ve pulled down and end up closing the menu. https://t.co/EnevedHxtW",0,0
anyone else app lang:en -is:retweet,2039756151777030375,2026-04-02T17:25:38.000Z,Is anyone else having issues where the X mobile app feed does not refresh?,0,0
anyone else app lang:en -is:retweet,2039751189789557242,2026-04-02T17:05:55.000Z,@Barclaycard  Is anyone else in UK having problems with the Barclaycard App when trying to make payment? The page you are directed to for payments allows you to enter your payment details then nothing. Goes to a blank page which does nothing. Unable to make payment.,0,0
anyone else app lang:en -is:retweet,2039745452875141552,2026-04-02T16:43:07.000Z,"My first prompt in the Cursor app always takes over 30 minutes to process. Does anyone else have a similar experience? This is becoming annoying💯

@cursor_ai kindly look into this issue. https://t.co/UodbnOy3Ng",0,0
anyone else app lang:en -is:retweet,2039743236114415932,2026-04-02T16:34:18.000Z,Just got a VR fitness app  Working out feels like a game. Anyone else tried th🧳is? FitnessTech https://t.co/TpfTV17HIw,0,0
anyone else app lang:en -is:retweet,2039742780864639201,2026-04-02T16:32:30.000Z,"Why does this only happen with this app 😭

Does this happen to anyone else too? https://t.co/VcXkRFOxmH",18,0
anyone else app lang:en -is:retweet,2039740609779433692,2026-04-02T16:23:52.000Z,"Something going on with @MyDoge  wallet.

Missing several of my last tip transactions..

Deleted and reloaded account still nothing...

Anyone else having issues?
 Tried to access support from app but it doesn't open.

@doge100percent 
@MyDoge @MyDogeTip",2,0
anyone else app lang:en -is:retweet,2039737271973286100,2026-04-02T16:10:36.000Z,Anyone else having trouble  with the @screwfix app ?,0,0
anyone else app lang:en -is:retweet,2039734732624372097,2026-04-02T16:00:31.000Z,"Some of y'all need to get off this app and touch some grass. Idols are humans too. They should be afforded the same humanity as anyone else, rather than being treated as subjects for psychological analysis. Stop projecting and don't make your own issues their problem 🙄",5,0
anyone else app lang:en -is:retweet,2039733465206198454,2026-04-02T15:55:29.000Z,"That you don't find someone's post/content appealing doesn't mean anyone else wouldn't..and vice versa. 
Make una dey rest for this app.",0,0
anyone else app lang:en -is:retweet,2039729756245995665,2026-04-02T15:40:44.000Z,"Idk wtf Elon and the Twitter team did by this fucking app keeps randomly crashing on me.

Anyone else having random crashes too?

#ThisXappSucks
#ForeverTwitter",0,0
anyone else app lang:en -is:retweet,2039724932288946578,2026-04-02T15:21:34.000Z,"Has the audio been extremely choppy on the website/ app for anyone else, the past couple days? #fishtanklive",0,0
anyone else app lang:en -is:retweet,2039724652189090199,2026-04-02T15:20:27.000Z,"@Chris_B_LGRW @FireUpPool2 It’s ridiculous what Elon has done to this app, ban you or anyone else for saying something yet I see awful videos that I can’t unsee on this app 😡😡",0,0
anyone else app lang:en -is:retweet,2039723282207801386,2026-04-02T15:15:01.000Z,"@VeganSupremeTM @edgyanimecats I never said anyone owed me anything. But if ur gonna reply to my comment, at least defend what u say. And im not on this app to be grating. Im genuinely trying to see if there is a suitiable, logical argument for why eating animals is wrong. So are u gonna give me that? Else idc",0,0
anyone else app lang:en -is:retweet,2039718933419184582,2026-04-02T14:57:44.000Z,is this app broken for anyone else?,0,0
anyone else app lang:en -is:retweet,2039718146173555021,2026-04-02T14:54:36.000Z,"@VickyEu5 You just called out half of us on this app! 😂
​That feeling is the worst because you can't even ""vawulence"" anyone else, the call is coming from inside the house.",0,0
anyone else app lang:en -is:retweet,2039717119441416694,2026-04-02T14:50:32.000Z,"Hi @OpenAI 👋
Voice dictation is currently broken across platforms (web, desktop, mobile).
Audio records fine, but when sending → it loads, then disappears.

Tested on:
• Chrome (normal + incognito)
• Desktop app
• Mobile app

Anyone else experiencing this?",0,0
anyone else app lang:en -is:retweet,2039710849703559658,2026-04-02T14:25:37.000Z,//Is this app being mean to anyone else or is it just me?,0,0
anyone else app lang:en -is:retweet,2039709627043209248,2026-04-02T14:20:45.000Z,@RahulGandhi Yehi reason hai jawani se bhudapa agya app PM nhi banee aur na banenge.. just project anyone else from your Party as PM face and see the magic.. modi can easily be beaten but not as cost of you being a PM,6,2
anyone else app lang:en -is:retweet,2039705687832313884,2026-04-02T14:05:06.000Z,Anyone else on Android having random issues of Pokemon GO just freezing making you have to restart the app? Wasn't until the recent update that this started happening. I know IOS had this issue recently too.,0,0
anyone else app lang:en -is:retweet,2039704591999152448,2026-04-02T14:00:45.000Z,Twitter app nearly unusable for anyone else or just me?,3,0
anyone else app lang:en -is:retweet,2039699915312681440,2026-04-02T13:42:10.000Z,"Anyone else facing this issue of developer mode while opening railone app

Has anyone made patch for it yet? https://t.co/cgQGMBVoOm",0,0
anyone else app lang:en -is:retweet,2039698314174849524,2026-04-02T13:35:48.000Z,Blockchain unicorns assemble! Just found a gem of an app that turns your virtual collectibles into actual physical trinkets - I'm adding 'digital souvenirs' to my wishlist for next year Anyone else feeling like their blockchain portfolio is just,0,0
anyone else app lang:en -is:retweet,2039695926659359044,2026-04-02T13:26:19.000Z,"this post hit me hard lol

my food scanner app is literally in the same category they mention.

i have to try this lazy tiktok ads or at least meta ads approach soon.

anyone else thinking the same? https://t.co/llwAYaDDFg",5,0
anyone else app lang:en -is:retweet,2039695278584811799,2026-04-02T13:23:44.000Z,Anyone else in the mood to start some shit on this app?,0,0
anyone else app lang:en -is:retweet,2039694256101560636,2026-04-02T13:19:40.000Z,does anyone else actually use the weather app?,0,0
anyone else app lang:en -is:retweet,2039679804358709355,2026-04-02T12:22:15.000Z,"X on mobile has been awful. Posts do not post, messages do not show up, and nothing seems to fix it. 
I have updated the app, cleared the cache, and reinstalled it. 
Meanwhile, it works perfectly on PC. Is anyone else dealing with this?",0,0
anyone else app lang:en -is:retweet,2039678289447371083,2026-04-02T12:16:14.000Z,Is anyone else having trouble with the new MLB app? It won’t restore my purchase and now has ads before every replay video. 😡,0,0
anyone else app lang:en -is:retweet,2039676125685698818,2026-04-02T12:07:38.000Z,Is the for you tab not working for anyone else or is my app just bugging out,1,0
anyone else app lang:en -is:retweet,2039661280827482184,2026-04-02T11:08:39.000Z,"My VC-backed startup of 6 years is starting to feel like work.

My solo app I built myself? I'm waking up at 6am excited to open Xcode and get cooking.

There's something about building 0-1 that nothing else replicates.

Is anyone else like this?",0,0
anyone else app lang:en -is:retweet,2039660822750724214,2026-04-02T11:06:49.000Z,"@zwai_ndimba Thats classic Sizwe mentality on this app,he is rich and clever and knows much more better than anyone else on this app and everyone here is poor, stupid or has no knowledge because they are poor.",0,0
anyone else app lang:en -is:retweet,2039657575189262453,2026-04-02T10:53:55.000Z,Anyone else having issues on the YouTube mobile app where the blue dot doesn’t go away after clicking on the profile picture of a channel that you’re subscribed to? https://t.co/SxFjYObaVz,1,0
anyone else app lang:en -is:retweet,2039651434774303162,2026-04-02T10:29:31.000Z,"🚨Anyone else still dealing with this?

Seems the app isn’t working, at least posting, regardless of whether or not someone’s trying to copy &amp; post a link. Everything is given the option to go straight to Drafts &amp; that’s it, even after an update this morning.

Posting using X via",1,0
anyone else app lang:en -is:retweet,2039642506791698689,2026-04-02T09:54:03.000Z,"youtube shorts recording on the youtube app has major bugs when recording in 3x speed

anyone else experiencing this?",3,0
anyone else app lang:en -is:retweet,2039640594168131990,2026-04-02T09:46:26.000Z,"🚨 Galaxy Store Issue on Galaxy S26 Ultra?

My Galaxy Store updates are paused for no reason.

Getting update notifications via Good Lock app (Home Up)…
But nothing shows up in Galaxy Store.

Even QuickStar update isn’t available in both places.

This is weird 🤔

Anyone else https://t.co/2S4HDMPjEY",19,0
anyone else app lang:en -is:retweet,2039637871662190737,2026-04-02T09:35:37.000Z,@khiapitano What gets me about ladstwt is that they always think theyre so special to the characters &amp; that they specifically choose them &amp; 'would rather eat a carrot than be someone else' when ... zayne himself would fuck anyone as long as they had the app like what r we talking about bro,4,0
anyone else app lang:en -is:retweet,2039637508812607631,2026-04-02T09:34:11.000Z,@LiedonAlbum @grok @_azrizulkipli @mirajyonce @stallireup @YhwachQuin62461 @JALENPRNTT you literally under every female rapper post replying to anyone cause you want those likes &amp; retweets lol the reverse bs can work on somebody else prolly another person who pays to use the app just to get .10 cents a week,3,0
anyone else app lang:en -is:retweet,2039629189393916377,2026-04-02T09:01:07.000Z,Is anyone else having problems with the @bigfinish app. Can't see any of my purchases after reinstalling. https://t.co/H516X9uyBZ,0,0
anyone else app lang:en -is:retweet,2039622385729417659,2026-04-02T08:34:05.000Z,"@Justin09343025 @TSN_Sports He’s a great player, still has more clips of nothing than anyone else on the app. 29 secondary assists is 5 in the league also. Suzuki is inflating everyone on the team, he’s been insane this year",0,0
anyone else app lang:en -is:retweet,2039619801430044722,2026-04-02T08:23:49.000Z,Just spent way too long trying to figure out a feature in this new app. Why is the learning curve always so steep? Anyone else struggling with this?,0,0
anyone else app lang:en -is:retweet,2039619383530582274,2026-04-02T08:22:09.000Z,does anyone else just use google + calculator to calculate cals??? or do y'all just use a cal tracking app 💔,0,0
anyone else app lang:en -is:retweet,2039619109529235644,2026-04-02T08:21:04.000Z,Anyone else having problems seeing their feed or is it just me.. I swear if it's not one thing it's another on this retarted app.,0,0
anyone else app lang:en -is:retweet,2039617798830207199,2026-04-02T08:15:52.000Z,Is the app crashing for anyone else ?,1,0
anyone else app lang:en -is:retweet,2039617798830207199,2026-04-02T08:15:52.000Z,Is the app crashing for anyone else ?,1,0
anyone else app lang:en -is:retweet,2039612027031765059,2026-04-02T07:52:56.000Z,Good morning all . Is anyone else having problems with the X app ?,0,0
anyone else app lang:en -is:retweet,2039611506325696575,2026-04-02T07:50:51.000Z,"The kind of empty talk that passes for ‘woke-ism’ on this app is unmatched anywhere else. How can anyone say that because there’s a tomato(Agric) and water(Water resource) crisis, an AI center shouldn’t be built by the Communications Ministry? What sort of thinking informs this?",0,0
anyone else app lang:en -is:retweet,2039602815753207966,2026-04-02T07:16:19.000Z,Tried a🌂 new escape game app  Puzzles are so fun. Anyone else into digital escapes? EscapeGames,0,0
anyone else app lang:en -is:retweet,2039601503166665208,2026-04-02T07:11:06.000Z,Tried a new meditation app  So calming.🍁 Anyone else into mindfulness? MentalHealth https://t.co/Q50VdWzrkZ,0,0
anyone else app lang:en -is:retweet,2039601416952803437,2026-04-02T07:10:46.000Z,Just got a VR fitne👑ss app  Working out feels like a game. Anyone else tried this? FitnessTech,0,0
anyone else app lang:en -is:retweet,2039600447867244901,2026-04-02T07:06:55.000Z,Tried a new escape game app  So addictive! Anyone else into digital escapes? EscapeGam🍬es https://t.co/eYuc66vZwT,0,0
anyone else app lang:en -is:retweet,2039594707718939104,2026-04-02T06:44:06.000Z,Tried a new escape game app  Puzzles a🌐re so fun. Anyone else into digital escapes? EscapeGames,0,0
anyone else app lang:en -is:retweet,2039594648084320568,2026-04-02T06:43:52.000Z,Just got a VR fitness app  Worki🍂ng out feels like a game. Anyone else tried this? FitnessTech https://t.co/7WXwUMszUl,0,0
anyone else app lang:en -is:retweet,2039587267249864732,2026-04-02T06:14:32.000Z,"Is @instagram glitching for anyone else? I go to post something and it takes forever to load, stories are glitching, post freezing…wth is going on?! App updated yesterday &amp; ever since it won’t work 😭",1,0
anyone else app lang:en -is:retweet,2039583976126349610,2026-04-02T06:01:28.000Z,Anyone else having issues trying to transfer money on the @VirginMoney app? Keeps timing out for me without completing the transaction!,0,0
anyone else app lang:en -is:retweet,2039577135581450352,2026-04-02T05:34:17.000Z,"behind every great app, a silent ninja tweaks server-side secrets Anyone else having a quiet revolution? #code ninjas",0,0
anyone else app lang:en -is:retweet,2039576943402856785,2026-04-02T05:33:31.000Z,"Behind every great app lies a secret society of code ninjas, fueled by caffeine and an endless quest for pixel perfection Anyone else lost in the digital dreamworld?",0,0
anyone else app lang:en -is:retweet,2039575831312580717,2026-04-02T05:29:06.000Z,Tried a new med🍀itation app  So calming. Anyone else into mindfulness? MentalHealth https://t.co/HPKbVPxZJQ,1,0
anyone else app lang:en -is:retweet,2039563770305896870,2026-04-02T04:41:10.000Z,Anyone else think this app fucking blows right now,0,0
anyone else app lang:en -is:retweet,2039562977775607941,2026-04-02T04:38:01.000Z,Does anyone else have ghost message requests. Like the app says you have a message request but nothing is actually there,1,0
anyone else app lang:en -is:retweet,2039556787725299852,2026-04-02T04:13:25.000Z,Code for a world where updates happen in sync with our caffeine highs Anyone else still waiting for their app to 'catch up'? #infrastructureforthewin,0,0
anyone else app lang:en -is:retweet,2039553473633796205,2026-04-02T04:00:15.000Z,@Efeso1001 I’ll trust Steve Kerr opinion of Podz over anyone else who is on this app. Yall don’t know ball. Ya just hate.,0,0
anyone else app lang:en -is:retweet,2039549669571739710,2026-04-02T03:45:08.000Z,"Anyone else have an issue with the Seeker rings not being updated, it's been like this most of the day..

When I do the @MoonwalkFndn challenges, I can't use the app to keep track it lags like half a day too

Any suggestions, I've been using a bunch of apps... @solanamobile https://t.co/VlgKUxx72w",15,0
anyone else app lang:en -is:retweet,2039548339352461347,2026-04-02T03:39:51.000Z,/ is anyone else being presented drafts to already-made tweets every time you open the app?,0,0
anyone else app lang:en -is:retweet,2039528593664159801,2026-04-02T02:21:23.000Z,"I'm curious whether anyone else ever gets this issue when building an Expo / React Native Android app:

&gt; Cannot convert '' to File.

It's the most common build-time bug I run into. I've found a solution, but I'd like to know how widespread the problem is, too. https://t.co/bFmQuKikW0",4,0
anyone else app lang:en -is:retweet,2039528377300685199,2026-04-02T02:20:32.000Z,@CBSFantasy the fantasy baseball app seems to be way off with points. The browser is accurate but the app isn't adding points for some players. Any guidance here? Anyone else dealing with this?,0,0
anyone else app lang:en -is:retweet,2039518931862307241,2026-04-02T01:43:00.000Z,Are polls messed up for anyone else after updating the app? The options are almost always out of order :(,0,0
anyone else app lang:en -is:retweet,2039518344269774889,2026-04-02T01:40:40.000Z,"@SantaSurfing I downloaded the app to my tablet &amp; forgot to watch POTUS there! I totally sensed ""Easter is our timeline"" 2020 speech vibes. This was about the whole Q movement, not just Iran. Anyone else feel that?!!",6,0
anyone else app lang:en -is:retweet,2039511802061496730,2026-04-02T01:14:40.000Z,"And if improving my mental health means naming my digital baby bird pet after my blorbo THEN SO BE IT 
(If anyone else uses this app, let’s be friends pleaseeee) https://t.co/hL13fpGKuI",6,0
anyone else app lang:en -is:retweet,2039511392663879840,2026-04-02T01:13:02.000Z,Anyone else having twitter glitch where it pulls up the last tweet you made like it was never posted. Everyday I open this app and it somehow manages to get worse https://t.co/vF9jP3Ck3o,0,0
anyone else app lang:en -is:retweet,2039500191041278145,2026-04-02T00:28:32.000Z,does anyone else have a visceral reaftion when they hear the word calories outside of this app,2,0
anyone else app lang:en -is:retweet,2039496495062241308,2026-04-02T00:13:51.000Z,Is anyone else so scared to repost a video without carefully watching till the end because what if at the last second there's gonna be spinning swastikas everywhere and a Hitler fanart and I don't know that then I wake up to being cancelled with -200 followers on every app,20,3
anyone else app lang:en -is:retweet,2039491106816266316,2026-04-01T23:52:26.000Z,"Every time I open this app, I get this anyone else?? https://t.co/0OB2xfKkfG",4,0
anyone else app lang:en -is:retweet,2039483706105045214,2026-04-01T23:23:01.000Z,"@WWE @PerfectAaron1 @Tubi Got the app pulled up and ready to go. Is anyone else feeling like we might see a title change?

I haven't watched WWE in a long time",1,0
anyone else app lang:en -is:retweet,2039482133098406265,2026-04-01T23:16:46.000Z,"@lainlainlain677 @skz_delight Might be, see if u have to update ur app bcus I found ur tweet by searching to see if this has occurred for anyone else",0,0
anyone else app lang:en -is:retweet,2039476302076383516,2026-04-01T22:53:36.000Z,Here’s what is factual.  There is no one on this app that is in a position to “parent me” or anyone else.  So please don’t come into my mentions &amp; think you’re going to chastise me. Pushing your own opinion on me &amp; then become a full on hypocrite saying I can’t do the same. https://t.co/PtZ455jTQS,19,0
anyone else app lang:en -is:retweet,2039476124850299278,2026-04-01T22:52:54.000Z,is anyone else having problems with @axs today? all I did was log in.... and now it won't let me access the app. it also won't let me submit a help form. it just errors out 😐 https://t.co/arQAXg3jTp,2,0
anyone else app lang:en -is:retweet,2039473380202594569,2026-04-01T22:42:00.000Z,"Totally cracks me up the Trumpers on this app who say they wouldn't vote for DeSantis because ""Desimps"" were mean to them. Trumpers were the worst at calling anyone not supporting him in the primaries traitors, Dems, Commies, etc. There's definitely something else at work there.",2,0
anyone else app lang:en -is:retweet,2039470768837329181,2026-04-01T22:31:37.000Z,@telegram anyone else getting blocked by this app for “violating terms” when all you’ve done is sign up?,1,0
anyone else app lang:en -is:retweet,2039460678692384875,2026-04-01T21:51:31.000Z,"Anyone else having problems with the app ? 
Just won't load for me .",1,0
anyone else app lang:en -is:retweet,2039460540766900655,2026-04-01T21:50:58.000Z,Is this app really choppy and slow for anyone else today?,0,0
anyone else app lang:en -is:retweet,2039456675770585157,2026-04-01T21:35:37.000Z,What’s going on with X ? Every time I try to join a Space the app just freezes and hangs on its own. Anyone else facing this issue?,1,1
anyone else app lang:en -is:retweet,2039456481787937081,2026-04-01T21:34:51.000Z,ughhh i can’t follow anyone else back rn i PROMISE i will as soon as this stupid app lets me again i’m not ignoring anyone😭 https://t.co/GHUmrwOWxl,6,0
anyone else app lang:en -is:retweet,2039451087426486609,2026-04-01T21:13:25.000Z,Is it just me or does anyone else just open and close this app all day checking dms to get triggered?  https://t.co/RT1EhLc6in,11,4
anyone else app lang:en -is:retweet,2039450342761627759,2026-04-01T21:10:27.000Z,"Anyone else have an issue with the ESPN app where you get a push notification for a story, you click it, and it opens a completely unrelated story instead?",0,0
anyone else app lang:en -is:retweet,2039443041044328495,2026-04-01T20:41:26.000Z,"Meezan Bank app acting up on my mobile ,Is it just me or are we all in the same boat? 

Anyone else facing issues? #MeezanBank #BankingTroubles""",0,0
anyone else app lang:en -is:retweet,2039440703953285126,2026-04-01T20:32:09.000Z,Anyone else app moving like a snail ??,1,0
anyone else app lang:en -is:retweet,2039440050329731259,2026-04-01T20:29:33.000Z,Has this app been acting weird for anyone else?,0,0
anyone else app lang:en -is:retweet,2039439940308828356,2026-04-01T20:29:07.000Z,"@apoorv03 Also $NVDA knows who is winning at the app layer before anyone else does and will be able to buy-in early, becoming an ETF. 

Then there's the layers below NVDA too, like absolute monopoly $TSM. They win even if $AMD, $INTC, $AAPL or someone else can compete with $NVDA. There's",5,1
anyone else app lang:en -is:retweet,2039438572810366989,2026-04-01T20:23:41.000Z,is the app bugging for anyone else?,0,0
anyone else app lang:en -is:retweet,2039436920980177284,2026-04-01T20:17:07.000Z,is this app being slow for anyone else rn or is my internet just BOOTY CHEEKS?,3,0
anyone else app lang:en -is:retweet,2039436807536886234,2026-04-01T20:16:40.000Z,is this app broken for anyone else or is mine just going crazy the way discord has been for me lately,1,0
